,category,product,Original_price,price,perc_of_unit_sold,rating,shpping_rate,gender
156,Watches,Burberry Women's Gold Dial Stainless Steel Band Watch - BU9235,2960.0,1031.49,50.0,100.0,FREE Shipping,women
157,Watches,Casio MTP-1314D-2A Analog Quartz Stainless Steel Casual Watch for Men - Silver,400.0,104.98,73.0,90.0,Eligible for FREE Shipping,men
158,Watches,"Watch for Men by Casio , Analog , Chronograph , Stainless Steel , Silver , MTP-1374D-2AV",269.0,186.48,80.0,90.0,Eligible for FREE Shipping,men
159,Watches,"Casio GA-100B-4A For Men- Analog-Digital, Casual Watch, Resin, Quartz",885.0,399.81,77.0,90.0,FREE Shipping,men
160,Watches,Casio Women's Analog Dial Stainless Steel  Band Watch - LTP-1308SG-7AVDF,263.0,154.98,79.0,88.0,Eligible for FREE Shipping,women
161,Watches,"Casio EF-558D-7A For Men-Analog, Sport Watch, Stainless Steel",931.0,411.13,54.0,86.0,FREE Shipping,men
162,Watches,"Emporio Armani Men'S Blue Dial Leather Band Watch Ar2479, Quartz, Analog",1038.0,646.99,33.0,40.0,FREE Shipping,men
163,Watches,"Emporio Armani Men'S Silver Dial Stainless Steel Band Watch Ar6073, Analog",1150.0,839.99,95.0,92.0,FREE Shipping,men
164,Watches,"Emporio Armani Watch For Men Leather Quartz Ar1945, Analog",980.0,529.48,41.0,78.0,FREE Shipping,men
165,Watches,"Esprit Casual Watch for Women , Digital , Stainless Steel Band , ES1L036M0085",437.0,226.49,90.0,88.0,FREE Shipping,women
166,Watches,"Esprit Casual Watch for Women , Analog , Stainless Steel Band , ES1L038M0105",568.0,288.99,87.0,100.0,FREE Shipping,women
167,Watches,Scuderia Ferrari Forza Men's Black Dial Silicone Band Watch - 830574,585.0,377.99,47.0,86.0,FREE Shipping,men
168,Watches,Scuderia Ferrari Men's Grey  Dial Color Rubber Band Watch - 830342,1045.0,543.98,31.0,,FREE Shipping,men
169,Watches,Hugo Boss Men's Black Dial Silicone Band Watch - 1513116,685.0,435.98,98.0,96.0,FREE Shipping,men
170,Watches,Invicta Pro Diver Men's Black Dial Stainless Steel Band Automatic Watch - INVICTA-8926,680.4,429.48,17.0,84.0,FREE Shipping,men
171,Watches,Invicta Pro Diver Men's Black Dial Stainless Steel Band Automatic Watch - INVICTA-8929OB,1181.0,413.98,22.0,90.0,FREE Shipping,men
172,Watches,JBW Victory Women's 16 Diamonds Mother of Pearl Dial Stainless Steel Band Watch - JB-6210-N,5587.0,774.48,95.0,88.0,FREE Shipping,women
173,Watches,JBW Caden 0.08 ctw Diamond Men's Green Dial Genuine Leather Band Watch - J6374A,1499.0,418.98,70.0,96.0,FREE Shipping,men
174,Watches,"JBW Laurel Watch for Women , Stainless Steel , 9 Diamonds , J6330I",4110.0,706.99,53.0,92.0,FREE Shipping,women
175,Watches,JBW Delmare Men's 4 Genuine Diamonds Silicone Watch - J6359D,2624.0,575.99,72.0,92.0,FREE Shipping,men
176,Watches,Michael Kors Lexington Women's White Dial Stainless Steel Band Watch - MK3229,762.0,564.98,28.0,76.0,FREE Shipping,women
177,Watches,Puma Casual Watch For Men Analog Stainless Steel - PU103951004,679.0,262.98,67.0,94.0,FREE Shipping,men
178,Watches,"T5 Watch For Men [Rubber,Chronograph]-H3397G-B",440.0,115.49,40.0,86.0,Eligible for FREE Shipping,men
179,Watches,Tissot Dress Watch For Women Analog Stainless Steel - T072.210.11.038.00,1740.0,960.49,20.0,,FREE Shipping,women
